turn,condition,treatment,treatment_label,transfer,return,default_transfer,default_return,earnings_transferrer,earnings_returner,total_earnings_transferrer,total_earnings_returner,link_condition,info_condition,total_time_transferrer,total_time_returner,workerId_transferrer,workerId_returner,machiv_transferrer,machiv_returner,age_transferrer,age_returner,pretest_tries_transferrer,pretest_tries_returner,prev_exp_transferrer,prev_exp_returner,clarity_transferrer,clarity_returner,tech_difficulties_transferrer,tech_difficulties_returner,educ_transferrer,educ_returner,gender_transferrer,gender_returner,lagged_transfer,lagged_avg_return,relationship,crelationship,conditionid
13,0,85,E,0,0,False,False,20,0,480,581,control,local,5565.0,,A3KM47JBFMVT44,A2IBLAKBXPA6PQ,103,,23,23,2,8,4,,y,,2,,16,,m,,5,1,7231,8655,93
14,0,85,E,10,0,False,True,10,30,581,485,control,local,,,A2IBLAKBXPA6PQ,A1UYVA1O1G2UJP,,,23,42,8,2,,,,,,,,,,,0,0,7229,8653,93
14,0,85,E,0,0,False,False,10,0,581,480,control,local,,5565.0,A2IBLAKBXPA6PQ,A3KM47JBFMVT44,,103,23,23,8,2,,4,,y,,2,,16,,m,0,0,7230,8654,93
15,0,85,E,0,0,True,False,20,0,485,480,control,local,,5565.0,A1UYVA1O1G2UJP,A3KM47JBFMVT44,,103,42,23,2,2,,4,,y,,2,,16,,m,10,0,7227,8651,93
15,0,85,E,0,0,True,False,20,0,485,581,control,local,,,A1UYVA1O1G2UJP,A2IBLAKBXPA6PQ,,,42,23,2,8,,,,,,,,,,,10,0,7228,8652,93
16,0,85,E,5,0,False,True,15,15,480,485,control,local,5565.0,,A3KM47JBFMVT44,A1UYVA1O1G2UJP,103,,23,42,2,2,4,,y,,2,,16,,m,,0,0,7226,8650,93
16,0,85,E,0,0,False,False,15,0,480,581,control,local,5565.0,,A3KM47JBFMVT44,A2IBLAKBXPA6PQ,103,,23,23,2,8,4,,y,,2,,16,,m,,0,0,7231,8655,93
17,0,85,E,0,0,False,False,20,0,581,485,control,local,,,A2IBLAKBXPA6PQ,A1UYVA1O1G2UJP,,,23,42,8,2,,,,,,,,,,,0,0,7229,8653,93
17,0,85,E,0,0,False,False,20,0,581,480,control,local,,5565.0,A2IBLAKBXPA6PQ,A3KM47JBFMVT44,,103,23,23,8,2,,4,,y,,2,,16,,m,0,0,7230,8654,93
18,0,85,E,10,5,False,False,0,25,485,480,control,local,,5565.0,A1UYVA1O1G2UJP,A3KM47JBFMVT44,,103,42,23,2,2,,4,,y,,2,,16,,m,0,0,7227,8651,93
18,0,85,E,10,0,False,False,0,30,485,581,control,local,,,A1UYVA1O1G2UJP,A2IBLAKBXPA6PQ,,,42,23,2,8,,,,,,,,,,,0,0,7228,8652,93
19,0,85,E,0,0,False,False,20,0,480,485,control,local,5565.0,,A3KM47JBFMVT44,A1UYVA1O1G2UJP,103,,23,42,2,2,4,,y,,2,,16,,m,,10,2,7226,8650,93
19,0,85,E,0,0,False,False,20,0,480,581,control,local,5565.0,,A3KM47JBFMVT44,A2IBLAKBXPA6PQ,103,,23,23,2,8,4,,y,,2,,16,,m,,10,2,7231,8655,93
20,0,85,E,0,0,False,False,20,0,581,485,control,local,,,A2IBLAKBXPA6PQ,A1UYVA1O1G2UJP,,,23,42,8,2,,,,,,,,,,,0,0,7229,8653,93
20,0,85,E,0,0,False,False,20,0,581,480,control,local,,5565.0,A2IBLAKBXPA6PQ,A3KM47JBFMVT44,,103,23,23,8,2,,4,,y,,2,,16,,m,0,0,7230,8654,93
21,0,85,E,10,0,False,False,0,30,485,480,control,local,,5565.0,A1UYVA1O1G2UJP,A3KM47JBFMVT44,,103,42,23,2,2,,4,,y,,2,,16,,m,0,0,7227,8651,93
21,0,85,E,10,0,False,False,0,30,485,581,control,local,,,A1UYVA1O1G2UJP,A2IBLAKBXPA6PQ,,,42,23,2,8,,,,,,,,,,,0,0,7228,8652,93
22,0,85,E,5,0,False,True,15,15,480,485,control,local,5565.0,,A3KM47JBFMVT44,A1UYVA1O1G2UJP,103,,23,42,2,2,4,,y,,2,,16,,m,,10,0,7226,8650,93
22,0,85,E,0,0,False,False,15,0,480,581,control,local,5565.0,,A3KM47JBFMVT44,A2IBLAKBXPA6PQ,103,,23,23,2,8,4,,y,,2,,16,,m,,10,0,7231,8655,93
23,0,85,E,0,0,False,False,20,0,581,485,control,local,,,A2IBLAKBXPA6PQ,A1UYVA1O1G2UJP,,,23,42,8,2,,,,,,,,,,,0,0,7229,8653,93
23,0,85,E,0,0,False,False,20,0,581,480,control,local,,5565.0,A2IBLAKBXPA6PQ,A3KM47JBFMVT44,,103,23,23,8,2,,4,,y,,2,,16,,m,0,0,7230,8654,93
24,0,85,E,10,0,False,False,0,30,485,480,control,local,,5565.0,A1UYVA1O1G2UJP,A3KM47JBFMVT44,,103,42,23,2,2,,4,,y,,2,,16,,m,0,0,7227,8651,93
24,0,85,E,10,0,False,False,0,30,485,581,control,local,,,A1UYVA1O1G2UJP,A2IBLAKBXPA6PQ,,,42,23,2,8,,,,,,,,,,,0,0,7228,8652,93
25,0,85,E,10,0,False,True,10,30,480,485,control,local,5565.0,,A3KM47JBFMVT44,A1UYVA1O1G2UJP,103,,23,42,2,2,4,,y,,2,,16,,m,,10,0,7226,8650,93
25,0,85,E,0,0,False,False,10,0,480,581,control,local,5565.0,,A3KM47JBFMVT44,A2IBLAKBXPA6PQ,103,,23,23,2,8,4,,y,,2,,16,,m,,10,0,7231,8655,93
26,0,85,E,0,0,False,True,20,0,581,485,control,local,,,A2IBLAKBXPA6PQ,A1UYVA1O1G2UJP,,,23,42,8,2,,,,,,,,,,,0,0,7229,8653,93
26,0,85,E,0,0,False,True,20,0,581,480,control,local,,5565.0,A2IBLAKBXPA6PQ,A3KM47JBFMVT44,,103,23,23,8,2,,4,,y,,2,,16,,m,0,0,7230,8654,93
27,0,85,E,0,0,True,False,20,0,485,480,control,local,,5565.0,A1UYVA1O1G2UJP,A3KM47JBFMVT44,,103,42,23,2,2,,4,,y,,2,,16,,m,0,0,7227,8651,93
27,0,85,E,0,0,True,False,20,0,485,581,control,local,,,A1UYVA1O1G2UJP,A2IBLAKBXPA6PQ,,,42,23,2,8,,,,,,,,,,,0,0,7228,8652,93
28,0,85,E,0,0,False,True,20,0,480,485,control,local,5565.0,,A3KM47JBFMVT44,A1UYVA1O1G2UJP,103,,23,42,2,2,4,,y,,2,,16,,m,,0,0,7226,8650,93
28,0,85,E,0,0,False,False,20,0,480,581,control,local,5565.0,,A3KM47JBFMVT44,A2IBLAKBXPA6PQ,103,,23,23,2,8,4,,y,,2,,16,,m,,0,0,7231,8655,93
29,0,85,E,0,0,False,True,20,0,581,485,control,local,,,A2IBLAKBXPA6PQ,A1UYVA1O1G2UJP,,,23,42,8,2,,,,,,,,,,,0,0,7229,8653,93
29,0,85,E,0,0,False,False,20,0,581,480,control,local,,5565.0,A2IBLAKBXPA6PQ,A3KM47JBFMVT44,,103,23,23,8,2,,4,,y,,2,,16,,m,0,0,7230,8654,93
0,1,85,E,0,0,True,False,20,0,485,480,control,local,,5565.0,A1UYVA1O1G2UJP,A3KM47JBFMVT44,,103,42,23,2,2,,4,,y,,2,,16,,m,,,7227,8838,94
0,1,85,E,0,0,True,True,20,0,485,581,control,local,,,A1UYVA1O1G2UJP,A2IBLAKBXPA6PQ,,,42,23,2,8,,,,,,,,,,,,,7228,8839,94
1,1,85,E,0,0,False,True,20,0,480,485,control,local,5565.0,,A3KM47JBFMVT44,A1UYVA1O1G2UJP,103,,23,42,2,2,4,,y,,2,,16,,m,,0,0,7226,8837,94
1,1,85,E,0,0,False,True,20,0,480,581,control,local,5565.0,,A3KM47JBFMVT44,A2IBLAKBXPA6PQ,103,,23,23,2,8,4,,y,,2,,16,,m,,0,0,7231,8842,94
2,1,85,E,0,0,True,True,20,0,581,485,control,local,,,A2IBLAKBXPA6PQ,A1UYVA1O1G2UJP,,,23,42,8,2,,,,,,,,,,,0,0,7229,8840,94
2,1,85,E,0,0,True,False,20,0,581,480,control,local,,5565.0,A2IBLAKBXPA6PQ,A3KM47JBFMVT44,,103,23,23,8,2,,4,,y,,2,,16,,m,0,0,7230,8841,94
3,1,85,E,0,0,True,False,20,0,485,480,control,local,,5565.0,A1UYVA1O1G2UJP,A3KM47JBFMVT44,,103,42,23,2,2,,4,,y,,2,,16,,m,0,0,7227,8838,94
3,1,85,E,0,0,True,True,20,0,485,581,control,local,,,A1UYVA1O1G2UJP,A2IBLAKBXPA6PQ,,,42,23,2,8,,,,,,,,,,,0,0,7228,8839,94
4,1,85,E,10,0,False,True,10,30,480,485,control,local,5565.0,,A3KM47JBFMVT44,A1UYVA1O1G2UJP,103,,23,42,2,2,4,,y,,2,,16,,m,,0,0,7226,8837,94
4,1,85,E,0,0,False,True,10,0,480,581,control,local,5565.0,,A3KM47JBFMVT44,A2IBLAKBXPA6PQ,103,,23,23,2,8,4,,y,,2,,16,,m,,0,0,7231,8842,94
5,1,85,E,0,0,True,True,20,0,581,485,control,local,,,A2IBLAKBXPA6PQ,A1UYVA1O1G2UJP,,,23,42,8,2,,,,,,,,,,,0,0,7229,8840,94
5,1,85,E,0,0,True,False,20,0,581,480,control,local,,5565.0,A2IBLAKBXPA6PQ,A3KM47JBFMVT44,,103,23,23,8,2,,4,,y,,2,,16,,m,0,0,7230,8841,94
6,1,85,E,0,0,True,False,20,0,485,480,control,local,,5565.0,A1UYVA1O1G2UJP,A3KM47JBFMVT44,,103,42,23,2,2,,4,,y,,2,,16,,m,0,0,7227,8838,94
6,1,85,E,0,0,True,True,20,0,485,581,control,local,,,A1UYVA1O1G2UJP,A2IBLAKBXPA6PQ,,,42,23,2,8,,,,,,,,,,,0,0,7228,8839,94
7,1,85,E,0,0,False,True,20,0,480,485,control,local,5565.0,,A3KM47JBFMVT44,A1UYVA1O1G2UJP,103,,23,42,2,2,4,,y,,2,,16,,m,,0,0,7226,8837,94
7,1,85,E,0,0,False,True,20,0,480,581,control,local,5565.0,,A3KM47JBFMVT44,A2IBLAKBXPA6PQ,103,,23,23,2,8,4,,y,,2,,16,,m,,0,0,7231,8842,94
8,1,85,E,0,0,True,True,20,0,581,485,control,local,,,A2IBLAKBXPA6PQ,A1UYVA1O1G2UJP,,,23,42,8,2,,,,,,,,,,,0,0,7229,8840,94
8,1,85,E,0,0,True,False,20,0,581,480,control,local,,5565.0,A2IBLAKBXPA6PQ,A3KM47JBFMVT44,,103,23,23,8,2,,4,,y,,2,,16,,m,0,0,7230,8841,94
9,1,85,E,0,0,True,False,20,0,485,480,control,local,,5565.0,A1UYVA1O1G2UJP,A3KM47JBFMVT44,,103,42,23,2,2,,4,,y,,2,,16,,m,0,0,7227,8838,94
9,1,85,E,0,0,True,True,20,0,485,581,control,local,,,A1UYVA1O1G2UJP,A2IBLAKBXPA6PQ,,,42,23,2,8,,,,,,,,,,,0,0,7228,8839,94
10,1,85,E,5,0,False,True,10,15,480,485,control,local,5565.0,,A3KM47JBFMVT44,A1UYVA1O1G2UJP,103,,23,42,2,2,4,,y,,2,,16,,m,,0,0,7226,8837,94
10,1,85,E,5,0,False,True,10,15,480,581,control,local,5565.0,,A3KM47JBFMVT44,A2IBLAKBXPA6PQ,103,,23,23,2,8,4,,y,,2,,16,,m,,0,0,7231,8842,94
11,1,85,E,0,0,True,True,20,0,581,485,control,local,,,A2IBLAKBXPA6PQ,A1UYVA1O1G2UJP,,,23,42,8,2,,,,,,,,,,,5,0,7229,8840,94
11,1,85,E,0,0,True,False,20,0,581,480,control,local,,5565.0,A2IBLAKBXPA6PQ,A3KM47JBFMVT44,,103,23,23,8,2,,4,,y,,2,,16,,m,5,0,7230,8841,94
12,1,85,E,0,0,True,False,20,0,485,480,control,local,,5565.0,A1UYVA1O1G2UJP,A3KM47JBFMVT44,,103,42,23,2,2,,4,,y,,2,,16,,m,0,0,7227,8838,94
12,1,85,E,0,0,True,True,20,0,485,581,control,local,,,A1UYVA1O1G2UJP,A2IBLAKBXPA6PQ,,,42,23,2,8,,,,,,,,,,,0,0,7228,8839,94
13,1,85,E,2,0,False,True,15,6,480,485,control,local,5565.0,,A3KM47JBFMVT44,A1UYVA1O1G2UJP,103,,23,42,2,2,4,,y,,2,,16,,m,,0,0,7226,8837,94
13,1,85,E,3,0,False,True,15,9,480,581,control,local,5565.0,,A3KM47JBFMVT44,A2IBLAKBXPA6PQ,103,,23,23,2,8,4,,y,,2,,16,,m,,0,0,7231,8842,94
14,1,85,E,0,0,True,True,20,0,581,485,control,local,,,A2IBLAKBXPA6PQ,A1UYVA1O1G2UJP,,,23,42,8,2,,,,,,,,,,,3,0,7229,8840,94
14,1,85,E,0,0,True,False,20,0,581,480,control,local,,5565.0,A2IBLAKBXPA6PQ,A3KM47JBFMVT44,,103,23,23,8,2,,4,,y,,2,,16,,m,3,0,7230,8841,94
15,1,85,E,0,0,True,False,20,0,485,480,control,local,,5565.0,A1UYVA1O1G2UJP,A3KM47JBFMVT44,,103,42,23,2,2,,4,,y,,2,,16,,m,0,0,7227,8838,94
15,1,85,E,0,0,True,True,20,0,485,581,control,local,,,A1UYVA1O1G2UJP,A2IBLAKBXPA6PQ,,,42,23,2,8,,,,,,,,,,,0,0,7228,8839,94
16,1,85,E,7,0,False,True,5,21,480,485,control,local,5565.0,,A3KM47JBFMVT44,A1UYVA1O1G2UJP,103,,23,42,2,2,4,,y,,2,,16,,m,,0,0,7226,8837,94
16,1,85,E,8,0,False,True,5,24,480,581,control,local,5565.0,,A3KM47JBFMVT44,A2IBLAKBXPA6PQ,103,,23,23,2,8,4,,y,,2,,16,,m,,0,0,7231,8842,94
17,1,85,E,0,0,True,True,20,0,581,485,control,local,,,A2IBLAKBXPA6PQ,A1UYVA1O1G2UJP,,,23,42,8,2,,,,,,,,,,,8,0,7229,8840,94
17,1,85,E,0,0,True,False,20,0,581,480,control,local,,5565.0,A2IBLAKBXPA6PQ,A3KM47JBFMVT44,,103,23,23,8,2,,4,,y,,2,,16,,m,8,0,7230,8841,94
18,1,85,E,0,0,True,False,20,0,485,480,control,local,,5565.0,A1UYVA1O1G2UJP,A3KM47JBFMVT44,,103,42,23,2,2,,4,,y,,2,,16,,m,0,0,7227,8838,94
18,1,85,E,0,0,True,True,20,0,485,581,control,local,,,A1UYVA1O1G2UJP,A2IBLAKBXPA6PQ,,,42,23,2,8,,,,,,,,,,,0,0,7228,8839,94
19,1,85,E,0,0,False,True,20,0,480,485,control,local,5565.0,,A3KM47JBFMVT44,A1UYVA1O1G2UJP,103,,23,42,2,2,4,,y,,2,,16,,m,,0,0,7226,8837,94
19,1,85,E,0,0,False,True,20,0,480,581,control,local,5565.0,,A3KM47JBFMVT44,A2IBLAKBXPA6PQ,103,,23,23,2,8,4,,y,,2,,16,,m,,0,0,7231,8842,94
20,1,85,E,0,0,True,True,20,0,581,485,control,local,,,A2IBLAKBXPA6PQ,A1UYVA1O1G2UJP,,,23,42,8,2,,,,,,,,,,,0,0,7229,8840,94
20,1,85,E,0,0,True,True,20,0,581,480,control,local,,5565.0,A2IBLAKBXPA6PQ,A3KM47JBFMVT44,,103,23,23,8,2,,4,,y,,2,,16,,m,0,0,7230,8841,94
21,1,85,E,0,0,True,False,20,0,485,480,control,local,,5565.0,A1UYVA1O1G2UJP,A3KM47JBFMVT44,,103,42,23,2,2,,4,,y,,2,,16,,m,0,0,7227,8838,94
21,1,85,E,0,0,True,True,20,0,485,581,control,local,,,A1UYVA1O1G2UJP,A2IBLAKBXPA6PQ,,,42,23,2,8,,,,,,,,,,,0,0,7228,8839,94
22,1,85,E,0,0,False,True,20,0,480,485,control,local,5565.0,,A3KM47JBFMVT44,A1UYVA1O1G2UJP,103,,23,42,2,2,4,,y,,2,,16,,m,,0,0,7226,8837,94
22,1,85,E,0,0,False,True,20,0,480,581,control,local,5565.0,,A3KM47JBFMVT44,A2IBLAKBXPA6PQ,103,,23,23,2,8,4,,y,,2,,16,,m,,0,0,7231,8842,94
23,1,85,E,0,0,True,True,20,0,581,485,control,local,,,A2IBLAKBXPA6PQ,A1UYVA1O1G2UJP,,,23,42,8,2,,,,,,,,,,,0,0,7229,8840,94
23,1,85,E,0,0,True,False,20,0,581,480,control,local,,5565.0,A2IBLAKBXPA6PQ,A3KM47JBFMVT44,,103,23,23,8,2,,4,,y,,2,,16,,m,0,0,7230,8841,94
24,1,85,E,0,0,True,False,20,0,485,480,control,local,,5565.0,A1UYVA1O1G2UJP,A3KM47JBFMVT44,,103,42,23,2,2,,4,,y,,2,,16,,m,0,0,7227,8838,94
24,1,85,E,0,0,True,True,20,0,485,581,control,local,,,A1UYVA1O1G2UJP,A2IBLAKBXPA6PQ,,,42,23,2,8,,,,,,,,,,,0,0,7228,8839,94
25,1,85,E,0,0,True,True,20,0,480,485,control,local,5565.0,,A3KM47JBFMVT44,A1UYVA1O1G2UJP,103,,23,42,2,2,4,,y,,2,,16,,m,,0,0,7226,8837,94
25,1,85,E,0,0,True,True,20,0,480,581,control,local,5565.0,,A3KM47JBFMVT44,A2IBLAKBXPA6PQ,103,,23,23,2,8,4,,y,,2,,16,,m,,0,0,7231,8842,94
26,1,85,E,0,0,True,True,20,0,581,485,control,local,,,A2IBLAKBXPA6PQ,A1UYVA1O1G2UJP,,,23,42,8,2,,,,,,,,,,,0,0,7229,8840,94
26,1,85,E,0,0,True,False,20,0,581,480,control,local,,5565.0,A2IBLAKBXPA6PQ,A3KM47JBFMVT44,,103,23,23,8,2,,4,,y,,2,,16,,m,0,0,7230,8841,94
27,1,85,E,0,0,True,False,20,0,485,480,control,local,,5565.0,A1UYVA1O1G2UJP,A3KM47JBFMVT44,,103,42,23,2,2,,4,,y,,2,,16,,m,0,0,7227,8838,94
27,1,85,E,0,0,True,True,20,0,485,581,control,local,,,A1UYVA1O1G2UJP,A2IBLAKBXPA6PQ,,,42,23,2,8,,,,,,,,,,,0,0,7228,8839,94
28,1,85,E,0,0,False,True,20,0,480,485,control,local,5565.0,,A3KM47JBFMVT44,A1UYVA1O1G2UJP,103,,23,42,2,2,4,,y,,2,,16,,m,,0,0,7226,8837,94
28,1,85,E,0,0,False,True,20,0,480,581,control,local,5565.0,,A3KM47JBFMVT44,A2IBLAKBXPA6PQ,103,,23,23,2,8,4,,y,,2,,16,,m,,0,0,7231,8842,94
29,1,85,E,0,0,True,True,20,0,581,485,control,local,,,A2IBLAKBXPA6PQ,A1UYVA1O1G2UJP,,,23,42,8,2,,,,,,,,,,,0,0,7229,8840,94
29,1,85,E,0,0,True,True,20,0,581,480,control,local,,5565.0,A2IBLAKBXPA6PQ,A3KM47JBFMVT44,,103,23,23,8,2,,4,,y,,2,,16,,m,0,0,7230,8841,94
0,0,107,C,3,4,False,False,14,5,498,461,control,local,6291.0,4067.0,A3TL6I7G5JQ5CP,A2NBQXD2V7045H,104,97,36,21,1,5,None,2,y,y,1,0,12,16,f,m,,,11455,13462,116
0,0,107,C,3,1,False,False,14,8,498,529,control,local,6291.0,5626.0,A3TL6I7G5JQ5CP,A1HXHFX54MRHBZ,104,97,36,56,1,2,None,20+,y,y,1,3,12,15,f,m,,,11450,13457,116
1,0,107,C,5,7,False,False,15,8,461,498,control,local,4067.0,6291.0,A2NBQXD2V7045H,A3TL6I7G5JQ5CP,97,104,21,36,5,1,2,None,y,y,0,1,16,12,m,f,3,2,11454,13461,116
1,0,107,C,0,0,False,False,15,0,461,529,control,local,4067.0,5626.0,A2NBQXD2V7045H,A1HXHFX54MRHBZ,97,97,21,56,5,2,2,20+,y,y,0,3,16,15,m,m,3,2,11453,13460,116
2,0,107,C,1,1,False,False,18,2,529,498,control,local,5626.0,6291.0,A1HXHFX54MRHBZ,A3TL6I7G5JQ5CP,97,104,56,36,2,1,20+,None,y,y,3,1,15,12,m,f,0,3,11451,13458,116
2,0,107,C,1,0,False,False,18,3,529,461,control,local,5626.0,4067.0,A1HXHFX54MRHBZ,A2NBQXD2V7045H,97,97,56,21,2,5,20+,2,y,y,3,0,15,16,m,m,0,3,11452,13459,116
3,0,107,C,4,0,False,True,10,12,498,461,control,local,6291.0,4067.0,A3TL6I7G5JQ5CP,A2NBQXD2V7045H,104,97,36,21,1,5,None,2,y,y,1,0,12,16,f,m,1,0,11455,13462,116
3,0,107,C,6,1,False,False,10,17,498,529,control,local,6291.0,5626.0,A3TL6I7G5JQ5CP,A1HXHFX54MRHBZ,104,97,36,56,1,2,None,20+,y,y,1,3,12,15,f,m,1,0,11450,13457,116
4,0,107,C,0,0,False,False,15,0,461,498,control,local,4067.0,6291.0,A2NBQXD2V7045H,A3TL6I7G5JQ5CP,97,104,21,36,5,1,2,None,y,y,0,1,16,12,m,f,4,0,11454,13461,116
4,0,107,C,5,1,False,False,15,14,461,529,control,local,4067.0,5626.0,A2NBQXD2V7045H,A1HXHFX54MRHBZ,97,97,21,56,5,2,2,20+,y,y,0,3,16,15,m,m,4,0,11453,13460,116
5,0,107,C,1,0,False,False,18,3,529,498,control,local,5626.0,6291.0,A1HXHFX54MRHBZ,A3TL6I7G5JQ5CP,97,104,56,36,2,1,20+,None,y,y,3,1,15,12,m,f,5,0,11451,13458,116
5,0,107,C,1,1,False,False,18,2,529,461,control,local,5626.0,4067.0,A1HXHFX54MRHBZ,A2NBQXD2V7045H,97,97,56,21,2,5,20+,2,y,y,3,0,15,16,m,m,5,0,11452,13459,116
6,0,107,C,0,0,False,False,18,0,498,461,control,local,6291.0,4067.0,A3TL6I7G5JQ5CP,A2NBQXD2V7045H,104,97,36,21,1,5,None,2,y,y,1,0,12,16,f,m,1,0,11455,13462,116
6,0,107,C,2,1,False,False,18,5,498,529,control,local,6291.0,5626.0,A3TL6I7G5JQ5CP,A1HXHFX54MRHBZ,104,97,36,56,1,2,None,20+,y,y,1,3,12,15,f,m,1,0,11450,13457,116
7,0,107,C,5,2,True,False,10,13,461,498,control,local,4067.0,6291.0,A2NBQXD2V7045H,A3TL6I7G5JQ5CP,97,104,21,36,5,1,2,None,y,y,0,1,16,12,m,f,0,0,11454,13461,116
7,0,107,C,5,1,True,False,10,14,461,529,control,local,4067.0,5626.0,A2NBQXD2V7045H,A1HXHFX54MRHBZ,97,97,21,56,5,2,2,20+,y,y,0,3,16,15,m,m,0,0,11453,13460,116
8,0,107,C,1,0,False,False,18,3,529,498,control,local,5626.0,6291.0,A1HXHFX54MRHBZ,A3TL6I7G5JQ5CP,97,104,56,36,2,1,20+,None,y,y,3,1,15,12,m,f,5,1,11451,13458,116
8,0,107,C,1,0,False,True,18,3,529,461,control,local,5626.0,4067.0,A1HXHFX54MRHBZ,A2NBQXD2V7045H,97,97,56,21,2,5,20+,2,y,y,3,0,15,16,m,m,5,1,11452,13459,116
9,0,107,C,2,0,False,True,16,6,498,461,control,local,6291.0,4067.0,A3TL6I7G5JQ5CP,A2NBQXD2V7045H,104,97,36,21,1,5,None,2,y,y,1,0,12,16,f,m,1,0,11455,13462,116
9,0,107,C,2,1,False,False,16,5,498,529,control,local,6291.0,5626.0,A3TL6I7G5JQ5CP,A1HXHFX54MRHBZ,104,97,36,56,1,2,None,20+,y,y,1,3,12,15,f,m,1,0,11450,13457,116
10,0,107,C,5,2,True,False,10,13,461,498,control,local,4067.0,6291.0,A2NBQXD2V7045H,A3TL6I7G5JQ5CP,97,104,21,36,5,1,2,None,y,y,0,1,16,12,m,f,2,0,11454,13461,116
10,0,107,C,5,1,True,False,10,14,461,529,control,local,4067.0,5626.0,A2NBQXD2V7045H,A1HXHFX54MRHBZ,97,97,21,56,5,2,2,20+,y,y,0,3,16,15,m,m,2,0,11453,13460,116
11,0,107,C,1,1,False,False,18,2,529,498,control,local,5626.0,6291.0,A1HXHFX54MRHBZ,A3TL6I7G5JQ5CP,97,104,56,36,2,1,20+,None,y,y,3,1,15,12,m,f,5,1,11451,13458,116
11,0,107,C,1,1,False,False,18,2,529,461,control,local,5626.0,4067.0,A1HXHFX54MRHBZ,A2NBQXD2V7045H,97,97,56,21,2,5,20+,2,y,y,3,0,15,16,m,m,5,1,11452,13459,116
12,0,107,C,4,2,False,False,15,10,498,461,control,local,6291.0,4067.0,A3TL6I7G5JQ5CP,A2NBQXD2V7045H,104,97,36,21,1,5,None,2,y,y,1,0,12,16,f,m,1,1,11455,13462,116
12,0,107,C,1,1,False,False,15,2,498,529,control,local,6291.0,5626.0,A3TL6I7G5JQ5CP,A1HXHFX54MRHBZ,104,97,36,56,1,2,None,20+,y,y,1,3,12,15,f,m,1,1,11450,13457,116
13,0,107,C,0,0,False,False,20,0,461,498,control,local,4067.0,6291.0,A2NBQXD2V7045H,A3TL6I7G5JQ5CP,97,104,21,36,5,1,2,None,y,y,0,1,16,12,m,f,4,1,11454,13461,116
13,0,107,C,0,0,False,False,20,0,461,529,control,local,4067.0,5626.0,A2NBQXD2V7045H,A1HXHFX54MRHBZ,97,97,21,56,5,2,2,20+,y,y,0,3,16,15,m,m,4,1,11453,13460,116
14,0,107,C,1,1,False,False,18,2,529,498,control,local,5626.0,6291.0,A1HXHFX54MRHBZ,A3TL6I7G5JQ5CP,97,104,56,36,2,1,20+,None,y,y,3,1,15,12,m,f,0,0,11451,13458,116
14,0,107,C,1,0,False,False,18,3,529,461,control,local,5626.0,4067.0,A1HXHFX54MRHBZ,A2NBQXD2V7045H,97,97,56,21,2,5,20+,2,y,y,3,0,15,16,m,m,0,0,11452,13459,116
15,0,107,C,1,0,False,False,18,3,498,461,control,local,6291.0,4067.0,A3TL6I7G5JQ5CP,A2NBQXD2V7045H,104,97,36,21,1,5,None,2,y,y,1,0,12,16,f,m,1,0,11455,13462,116
15,0,107,C,1,0,False,False,18,3,498,529,control,local,6291.0,5626.0,A3TL6I7G5JQ5CP,A1HXHFX54MRHBZ,104,97,36,56,1,2,None,20+,y,y,1,3,12,15,f,m,1,0,11450,13457,116
16,0,107,C,10,5,False,False,10,25,461,498,control,local,4067.0,6291.0,A2NBQXD2V7045H,A3TL6I7G5JQ5CP,97,104,21,36,5,1,2,None,y,y,0,1,16,12,m,f,1,0,11454,13461,116
16,0,107,C,0,0,False,False,10,0,461,529,control,local,4067.0,5626.0,A2NBQXD2V7045H,A1HXHFX54MRHBZ,97,97,21,56,5,2,2,20+,y,y,0,3,16,15,m,m,1,0,11453,13460,116
17,0,107,C,0,0,False,False,20,0,529,498,control,local,5626.0,6291.0,A1HXHFX54MRHBZ,A3TL6I7G5JQ5CP,97,104,56,36,2,1,20+,None,y,y,3,1,15,12,m,f,0,2,11451,13458,116
17,0,107,C,0,0,False,False,20,0,529,461,control,local,5626.0,4067.0,A1HXHFX54MRHBZ,A2NBQXD2V7045H,97,97,56,21,2,5,20+,2,y,y,3,0,15,16,m,m,0,2,11452,13459,116
18,0,107,C,2,0,False,False,17,6,498,461,control,local,6291.0,4067.0,A3TL6I7G5JQ5CP,A2NBQXD2V7045H,104,97,36,21,1,5,None,2,y,y,1,0,12,16,f,m,0,0,11455,13462,116
18,0,107,C,1,0,False,False,17,3,498,529,control,local,6291.0,5626.0,A3TL6I7G5JQ5CP,A1HXHFX54MRHBZ,104,97,36,56,1,2,None,20+,y,y,1,3,12,15,f,m,0,0,11450,13457,116
19,0,107,C,0,0,False,False,20,0,461,498,control,local,4067.0,6291.0,A2NBQXD2V7045H,A3TL6I7G5JQ5CP,97,104,21,36,5,1,2,None,y,y,0,1,16,12,m,f,2,0,11454,13461,116
19,0,107,C,0,0,False,False,20,0,461,529,control,local,4067.0,5626.0,A2NBQXD2V7045H,A1HXHFX54MRHBZ,97,97,21,56,5,2,2,20+,y,y,0,3,16,15,m,m,2,0,11453,13460,116
20,0,107,C,0,0,False,False,20,0,529,498,control,local,5626.0,6291.0,A1HXHFX54MRHBZ,A3TL6I7G5JQ5CP,97,104,56,36,2,1,20+,None,y,y,3,1,15,12,m,f,0,0,11451,13458,116
